29696, 29243, 30733, 35148, 29696, 0, 0, 5523, -4601, -13708
16959, 18088, 24009, 22681, 25550, 55493, 59846, 2681, 3385, -14905
27664, 31282, 30777, 37979, 29095, 0, 0, 5280, 15046, -2694
19281, 18771, 29473, 24343, 29554, 54446, 0, 3961, -972, -14918
29528, 35287, 40778, 38700, 26782, 25965, 0, 4505, 3174, -14502
21209, 20594, 30452, 24600, 24501, 36628, 0, 2624, -1126, -15174
19996, 20366, 31255, 36781, 28468, 47057, 49028, 3468, -3577, -14604
18650, 18353, 27224, 23958, 25296, 46140, 0, 3104, 1113, -15129
29425, 36665, 41554, 26140, 28065, 0, 50433, 4160, 3577, -14470
19123, 18822, 30082, 35768, 26043, 52942, 58871, 4844, -5120, -13824
21723, 23994, 42145, 33570, 28214, 42945, 51100, 11379, -4940, -9657
28136, 20614, 31492, 25920, 25368, 41225, 50429, 1414, 3180, -14950
27546, 19742, 29291, 27803, 25692, 52291, 0, 5043, 4985, -13939
19875, 22289, 42595, 39224, 29969, 0, 0, 3385, 3571, -14662
19479, 20587, 29823, 37996, 29471, 0, 0, 3014, 1452, -15072
20301, 31523, 36142, 28281, 24485, 47553, 0, 1094, -15840, 1542
20061, 21143, 35464, 23292, 24463, 39534, 0, -864, -15219, 4294
21538, 21148, 31245, 25542, 27604, 50266, 58201, 3808, -4377, -14265
18791, 19910, 33033, 38139, 31861, 52852, 58076, 454, -12723, 9785
20515, 22214, 40579, 25129, 31283, 0, 0, 1504, -13900, 7795
21201, 23298, 39455, 38708, 22057, 0, 38239, 4544, -2521, -14643
19209, 18814, 28803, 23956, 24535, 50944, 59251, 4633, -684, -14643
19424, 20367, 29834, 27806, 29673, 0, 0, 15238, -3667, -3846
21325, 24299, 41228, 38798, 24491, 18768, 22833, 5728, 1395, -14304
21295, 23792, 41800, 38624, 26116, 0, 47002, 5401, -691, -14457
21813, 38040, 41294, 37785, 26639, 0, 50568, 5139, -1452, -14400
20334, 21201, 31234, 33955, 27486, 0, 0, 8761, -5388, -11904
27294, 20453, 29384, 24773, 29350, 50116, 0, 4492, -3353, -14502
19098, 19543, 31070, 38439, 26164, 49911, 40578, -1984, -2585, -14886
